Paper ID	Biological Process	Title	Current Tags
WBPaper00046639.ce.mr.paper	response to chemical | GO:0042221	Gene expression profiling to investigate tyrosol-induced lifespan extension in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00046853.ce.mr.paper	response to chemical | GO:0042221	Adsorbable organic bromine compounds (AOBr) in aquatic samples: a nematode-based toxicogenomic assessment of the exposure hazard.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00047021.ce.mr.paper	response to chemical | GO:0042221	A systems toxicology approach on the mechanism of uptake and toxicity of MWCNT in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00048573.ce.ms.paper	response to chemical | GO:0042221	NeuCode Labeling in Nematodes: Proteomic and Phosphoproteomic Impact of Ascaroside Treatment in Caenorhabditis elegans.	Method: proteomics|Species: Caenorhabditis elegans
WBPaper00048989.ce.mr.paper	response to chemical | GO:0042221	A network pharmacology approach reveals new candidate caloric restriction mimetics in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00049311.ce.mr.paper	response to chemical | GO:0042221	Distinct transcriptomic responses of Caenorhabditis elegans to pristine and sulfidized silver nanoparticles.	Method: microarray|Species: Caenorhabditis elegans|Topic: stress response to metal ion
WBPaper00050079.ce.mr.paper	response to chemical | GO:0042221	A High-Content, Phenotypic Screen Identifies Fluorouridine as an Inhibitor of Pyoverdine Biosynthesis and Pseudomonas aeruginosa Virulence.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00050494.ce.mr.paper	response to chemical | GO:0042221	A systems toxicology approach reveals the Wnt-MAPK crosstalk pathway mediated reproductive failure in Caenorhabditis elegans exposed to graphene oxide (GO) but not to reduced graphene oxide (rGO).	Method: microarray|Species: Caenorhabditis elegans
WBPaper00050767.ce.mr.paper	response to chemical | GO:0042221	Octopamine enhances oxidative stress resistance through the fasting-responsive transcription factor DAF-16/FOXO inC.elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00051079.ce.mr.paper	response to chemical | GO:0042221	Tomatidine enhances lifespan and healthspan in C. elegans through mitophagy induction via the SKN-1/Nrf2 pathway.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00051437.ce.mr.paper	response to chemical | GO:0042221	Toxicogenomics of iron oxide nanoparticles in the nematode C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00051555.ce.mr.paper	response to chemical | GO:0042221	NAD(+) Replenishment Improves Lifespan and Healthspan in Ataxia Telangiectasia Models via Mitophagy and DNA Repair.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00052845.ce.mr.paper	response to chemical | GO:0042221	Proanthocyanidin trimer gallate modulates lipid deposition and fatty acid desaturation in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00053092.ce.mr.paper	response to chemical | GO:0042221	Transcriptome analysis reveals molecular anthelmintic effects of procyanidins in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00042179.ce.rs.paper	response to chemical | GO:0042221, aging | GO:0007568	Mitochondrial hormesis links low-dose arsenite exposure to lifespan extension.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00040821.ce.mr.paper	response to chemical | GO:0042221, programmed cell death | GO:0012501	Toxicogenomic responses of the model organism Caenorhabditis elegans to gold nanoparticles.	Method: microarray|Species: Caenorhabditis elegans|Topic: programmed cell death|Topic: apoptotic DNA fragmentation|Topic: apoptotic process|Topic: engulfment of apoptotic cell|Topic: response to unfolded protein|Topic: endoplasmic reticulum|Topic: mitochondrion|Topic: cytosol|Topic: stress response to metal ion
WBPaper00045263.ce.mr.paper	response to chemical | GO:0042221, programmed cell death | GO:0012501	The intrinsic apoptosis pathway mediates the pro-longevity response to mitochondrial ROS in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00026596.ce.mr.paper	response to hypoxia | GO:0001666	Roles of the HIF-1 hypoxia-inducible factor during hypoxia response in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00034757.ce.mr.paper	response to hypoxia | GO:0001666	Oxidative stress and longevity in Caenorhabditis elegans as mediated by SKN-1.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035873.ce.mr.paper	response to osmotic stress | GO:0006970	Genetic and physiological activation of osmosensitive gene expression mimics transcriptional signatures of pathogen infection in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00034636.ce.mr.paper	response to radiation | GO:0009314	Low-intensity microwave irradiation does not substantially alter gene expression in late larval and adult Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035429.ce.mr.paper	response to radiation | GO:0009314	Nucleotide excision repair genes are expressed at low levels and are not detectably inducible in Caenorhabditis elegans somatic tissues, but their function is required for normal adult life after UVC exposure.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00041300.ce.mr.paper	response to radiation | GO:0009314	Radiation-induced genomic instability in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00041939.ce.mr.paper	response to radiation | GO:0009314, response to chemical | GO:0042221	Effects of early life exposure to ultraviolet C radiation on mitochondrial DNA content, transcription, ATP production, and oxygen consumption in developing Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00053505.ce.mr.paper	response to radiation | GO:0009314, response to chemical | GO:0042221	JAK/STAT and TGF-B activation as potential adverse outcome pathway of TiO2NPs phototoxicity in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00047070_1.ce.mr.paper	response to radiation | GO:0009314, response to starvation | GO:0042594, DNA repair | GO:0006281	DAF-16/FOXO and EGL-27/GATA promote developmental growth in response to persistent somatic DNA damage.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00047070_2.ce.mr.paper	response to radiation | GO:0009314, response to starvation | GO:0042594, DNA repair | GO:0006281	DAF-16/FOXO and EGL-27/GATA promote developmental growth in response to persistent somatic DNA damage.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00032948.ce.mr.paper	response to starvation | GO:0042594	RNA Pol II accumulates at promoters of growth genes during developmental arrest.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00036090.ce.mr.paper	response to starvation | GO:0042594	Dynamic O-GlcNAc cycling at promoters of Caenorhabditis elegans genes regulating longevity, stress, and immunity.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00042204.ce.mr.paper	response to starvation | GO:0042594	Integration of metabolic and gene regulatory networks modulates the C. elegans dietary response.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00044128.ce.ms.paper	response to starvation | GO:0042594	Reduced insulin/insulin-like growth factor-1 signaling and dietary restriction inhibit translation but preserve muscle mass in Caenorhabditis elegans.	Method: proteomics|Species: Caenorhabditis elegans
WBPaper00046795.ce.ms.paper	response to starvation | GO:0042594	Global Proteomics Analysis of the Response to Starvation in C. elegans.	Method: proteomics|Species: Caenorhabditis elegans
WBPaper00048637.ce.mr.paper	response to starvation | GO:0042594	The tumor suppressor Rb critically regulates starvation-induced stress response in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00049364.ce.mr.paper	response to starvation | GO:0042594	A Systems Approach to Reverse Engineer Lifespan Extension by Dietary Restriction.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00050520.ce.mr.paper	response to starvation | GO:0042594	Starvation-Induced Stress Response Is Critically Impacted by Ceramide Levels in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: ceramide biosynthetic process
WBPaper00053236.ce.mr.paper	response to starvation | GO:0042594	daf-16/FoxO promotes gluconeogenesis and trehalose synthesis during starvation to support survival.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00053481.ce.mr.paper	response to starvation | GO:0042594	The Sexual Dimorphism of Dietary Restriction Responsiveness in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00041960.ce.mr.paper	response to starvation | GO:0042594, aging | GO:0007568	A fasting-responsive signaling pathway that extends life span in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00050538.ce.mr.paper	response to starvation | GO:0042594, aging | GO:0007568	Cholesterol regulates DAF-16 nuclear localization and fasting-induced longevity in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00051247.ce.mr.paper	response to starvation | GO:0042594, aging | GO:0007568	The MicroRNA Machinery Regulates Fasting-Induced Changes in Gene Expression and Longevity in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00005280.ce.mr.paper	response to temperature stimulus | GO:0009266	Identification of a novel cis-regulatory element involved in the heat shock response in Caenorhabditis elegans using microarray gene expression and computational methods.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037147.ce.mr.paper	response to temperature stimulus | GO:0009266	Insulin-like signaling determines survival during stress via posttranscriptional mechanisms in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00037695.ce.mr.paper	response to temperature stimulus | GO:0009266	Genome-wide analysis of light- and temperature-entrained circadian transcripts in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00046212.ce.mr.paper	response to temperature stimulus | GO:0009266	Natural RNA interference directs a heritable response to the environment.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00049736.ce.mr.paper	response to temperature stimulus | GO:0009266	Sperm Affects Head Sensory Neuron in Temperature Tolerance of Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00053254.ce.mr.paper	response to temperature stimulus | GO:0009266	Hsp90-downregulation influences the heat-shock response, innate immune response and onset of oocyte development in nematodes.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00039792.ce.mr.paper	response to temperature stimulus | GO:0009266 	Regulation of behavioral plasticity by systemic temperature signaling in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00005432.ce.mr.paper	response to unfolded protein | GO:0006986	A survival pathway for Caenorhabditis elegans with a blocked unfolded protein response.	Method: microarray|Species: Caenorhabditis elegans|Topic: mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response|Topic: endoplasmic reticulum unfolded protein response|Topic: endoplasmic reticulum|Topic: ER-associated misfolded protein catabolic process|Topic: response to unfolded protein|Topic: mitochondrion|Topic: cytosol
WBPaper00026830.ce.mr.paper	response to unfolded protein | GO:0006986	Genetic interactions due to constitutive and inducible gene regulation mediated by the unfolded protein response in C. elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response|Topic: endoplasmic reticulum unfolded protein response|Topic: endoplasmic reticulum|Topic: response to unfolded protein|Topic: mitochondrion|Topic: cytosol
WBPaper00026929.ce.mr.paper	response to unfolded protein | GO:0006986	A role for SIR-2.1 regulation of ER stress response genes in determining C. elegans life span.	Method: microarray|Species: Caenorhabditis elegans|Topic: mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response|Topic: endoplasmic reticulum unfolded protein response|Topic: endoplasmic reticulum|Topic: response to unfolded protein|Topic: mitochondrion|Topic: cytosol
WBPaper00033126.ce.mr.paper	response to unfolded protein | GO:0006986	IRE-1 and HSP-4 contribute to energy homeostasis via fasting-induced lipases in C. elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response|Topic: endoplasmic reticulum unfolded protein response|Topic: endoplasmic reticulum|Topic: response to unfolded protein|Topic: mitochondrion|Topic: cytosol
WBPaper00041370.ce.mr.paper	response to unfolded protein | GO:0006986	Mitochondrial import efficiency of ATFS-1 regulates mitochondrial UPR activation.	Method: microarray|Species: Caenorhabditis elegans|Topic: mitochondrial unfolded protein response|Topic: mitochondrion|Topic: response to unfolded protein|Topic: endoplasmic reticulum|Topic: cytosol
WBPaper00045460.ce.ms.paper	response to unfolded protein | GO:0006986	Intestinal amino acid availability via PEPT-1 affects TORC1/2 signaling and the unfolded protein response.	Method: proteomics|Species: Caenorhabditis elegans|Topic: response to unfolded protein|Topic: endoplasmic reticulum|Topic: mitochondrion|Topic: cytosol
WBPaper00045971.ce.rs.paper	response to unfolded protein | GO:0006986	The RtcB RNA ligase is an essential component of the metazoan unfolded protein response.	Method: RNAseq|Species: Caenorhabditis elegans|Topic: mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response|Topic: endoplasmic reticulum unfolded protein response|Topic: endoplasmic reticulum
WBPaper00049538.ce.mr.paper	response to unfolded protein | GO:0006986	Maintenance and propagation of a deleterious mitochondrial genome by the mitochondrial unfolded protein response.	Method: microarray|Species: Caenorhabditis elegans|Topic: mitochondrial unfolded protein response|Topic: mitochondrion
WBPaper00050407.ce.mr.paper	response to unfolded protein | GO:0006986	Lipid Biosynthesis Coordinates a Mitochondrial-to-Cytosolic Stress Response.	Method: microarray|Species: Caenorhabditis elegans|Topic: mitochondrial unfolded protein response|Topic: mitochondrion
WBPaper00027111.ce.mr.paper	RNA interference | GO:0016246	Interacting endogenous and exogenous RNAi pathways in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00031070.ce.mr.paper	RNA interference | GO:0016246	Whole genome microarray analysis of C. elegans rrf-3 and eri-1 mutants.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00032425.ce.mr.paper	RNA interference | GO:0016246	RNA interference and retinoblastoma-related genes are required for repression of endogenous siRNA targets in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035588.ce.mr.paper	RNA interference | GO:0016246	Comprehensive discovery of endogenous Argonaute binding sites in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00038226.ce.rs.paper	RNA interference | GO:0016246	EGO-1, a C. elegans RdRP, modulates gene expression via production of mRNA-templated short antisense RNAs.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00040911.ce.mr.paper	RNA interference | GO:0016246	Developmental characterization of the microRNA-specific C. elegans Argonautes alg-1 and alg-2.	Method: microarray|Species: Caenorhabditis elegans|Topic: regulation of pre-miRNA processing|Topic: regulation of primary miRNA processing|Topic: production of miRNAs involved in gene silencing by miRNA
WBPaper00044827.ce.rs.paper	RNA interference | GO:0016246	The dsRBP and inactive editor ADR-1 utilizes dsRNA binding to regulate A-to-I RNA editing across the C. elegans transcriptome.	Method: RNAseq|Species: Caenorhabditis elegans
WBPaper00031662.ce.mr.paper	space flight	Genomic response of the nematode Caenorhabditis elegans to spaceflight.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00038519_2.ce.mr.paper	space flight	The effectiveness of RNAi in Caenorhabditis elegans is maintained during spaceflight.	Method: microarray|Species: Caenorhabditis elegans|Topic: RNA interference
WBPaper00038519.ce.mr.paper	space flight	The effectiveness of RNAi in Caenorhabditis elegans is maintained during spaceflight.	Method: microarray|Species: Caenorhabditis elegans|Topic: RNA interference
WBPaper00041267.ce.mr.paper	space flight	Genes down-regulated in spaceflight are involved in the control of longevity in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00051538.ce.mr.paper	space flight	Microgravity elicits reproducible alterations in cytoskeletal and metabolic gene and protein expression in space-flown Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00040985.ce.mr.paper	Tissue Specific: alimentary system, Tissue Specific: muscle	Systematic analysis of tissue-restricted miRISCs reveals a broad role for microRNAs in suppressing basal activity of the C. elegans pathogen response.	Method: microarray|Species: Caenorhabditis elegans|Topic: defense response|Topic: defense response to other organism|Tissue Specific
WBPaper00051223.ce.mr.paper	Tissue Specific: alimentary system, Tissue Specific: neuron	Characterization of gene expression associated with the adaptation of the nematode C. elegans to hypoxia and reoxygenation stress reveals an unexpected function of the neuroglobin GLB-5 in innate immunity.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00004349.ce.mr.paper	Tissue Specific: germline	A global profile of germline gene expression in C. elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00006390.ce.mr.paper	Tissue Specific: germline	Genome-wide germline-enriched and sex-biased expression profiles in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00027758.ce.mr.paper	Tissue Specific: germline	Promotion of oogenesis and embryogenesis in the C. elegans gonad by EFL-1/DPL-1 (E2F) does not require LIN-35 (pRB).	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00041688.ce.mr.paper	Tissue Specific: germline	Antagonism between MES-4 and Polycomb repressive complex 2 promotes appropriate gene expression in C. elegans germ cells.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00044616.ce.rs.paper	Tissue Specific: germline	Argonautes promote male fertility and provide a paternal memory of germline gene expression in C. elegans.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00044954.ce.rs.paper	Tissue Specific: germline	Characterisation of Caenorhabditis elegans sperm transcriptome and proteome.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00045521.ce.rs.paper	Tissue Specific: germline	A new dataset of spermatogenic vs. oogenic transcriptomes in the nematode Caenorhabditis elegans.	Method: RNAseq|Species: Caenorhabditis elegans|Topic: oogenesis|Topic: spermatogenesis|Tissue Specific
WBPaper00046805.ce.rs.paper	Tissue Specific: germline	CSR-1 and P granules suppress sperm-specific transcription in the C. elegans germline.	Method: RNAseq|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00026950.ce.mr.paper	Tissue Specific: germline, response to starvation | GO:0042594	Comparative analysis of SAGE and microarray technologies for global transcription profiling of development in Caenorhabditis elegans	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00005428.ce.mr.paper	Tissue Specific: muscle	Chromosomal clustering of muscle-expressed genes in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: gene expression|Topic: somatic muscle development|Tissue Specific
WBPaper00031003.ce.mr.paper	Tissue Specific: muscle	The embryonic muscle transcriptome of Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Topic: somatic muscle development|Tissue Specific
WBPaper00040426.ce.mr.paper	Tissue Specific: muscle	Caenorhabditis elegans cyclin D/CDK4 and cyclin E/CDK2 induce distinct cell cycle re-entry programs in differentiated muscle cells.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00005356.ce.mr.paper	Tissue Specific: neuron	Identification of genes expressed in C. elegans touch receptor neurons.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00024671.ce.mr.paper	Tissue Specific: neuron	Identification of thermosensory and olfactory neuron-specific genes via expression profiling of single neuron types.	Method: microarray|Species: Caenorhabditis elegans|Topic: sensory perception of smell|Topic: defecation|Topic: defecation rhythm|Tissue Specific
WBPaper00025141.ce.mr.paper	Tissue Specific: neuron	A gene expression fingerprint of C. elegans embryonic motor neurons.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00029115.ce.mr.paper	Tissue Specific: neuron	UNC-4 represses CEH-12/HB9 to specify synaptic inputs to VA motor neurons in C. elegans.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00030839.ce.mr.paper	Tissue Specific: neuron	Cell-specific microarray profiling experiments reveal a comprehensive picture of gene expression in the C. elegans nervous system.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00031532.ce.mr.paper	Tissue Specific: neuron	Complementary RNA amplification methods enhance microarray identification of transcripts expressed in the C. elegans nervous system.	Method: microarray|Species: Caenorhabditis elegans
WBPaper00035424.ce.mr.paper	Tissue Specific: neuron	Single-cell transcriptional analysis of taste sensory neuron pair in Caenorhabditis elegans.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00040420.ce.mr.paper	Tissue Specific: neuron	Shared gene expression in distinct neurons expressing common selector genes.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
WBPaper00042548.ce.mr.paper	Tissue Specific: neuron	Functional analysis of neuronal microRNAs in Caenorhabditis elegans dauer formation by combinational genetics and Neuronal miRISC immunoprecipitation.	Method: microarray|Species: Caenorhabditis elegans|Tissue Specific
